uri,track_name,artist_uri,artist_name,album_uri,album_name,album_artist_uri,album_artist_name,album_release_date,album_image_url,disc_number,track_number,track_duration_ms,track_preview_url,explicit,popularity,isrc,added_by,added_at,itunes_identifier,guess_date
spotify:track:6eT7xZZlB2mwyzJ2sUKG6w,White Iverson,spotify:artist:246dkjvS1zLTtiykXe5h60,Post Malone,spotify:album:5s0rmjP8XOPhP6HhqOhuyC,Stoney - Deluxe,spotify:artist:246dkjvS1zLTtiykXe5h60,Post Malone,2016,https://i.scdn.co/image/ab67616d0000b27355404f712deb84d0650a4b41,1,6,256532,https://p.scdn.co/mp3-preview/41e53886e926c6f76a2259927622a2d1112a2068?cid=9950ac751e34487dbbe027c4fd7f8e99,True,75,USUM71511528,spotify:user:11135692880,2020-03-25T01:38:05Z,1698400130.0,2027-11-17 21:32:43.327863
spotify:track:2YaDRtIlQiZ5WDDB2YuEOC,You & The 6,spotify:artist:3TVXtAsR1Inumwj472S9r4,Drake,spotify:album:0ptlfJfwGTy0Yvrk14JK1I,If You're Reading This It's Too Late,spotify:artist:3TVXtAsR1Inumwj472S9r4,Drake,2015,https://i.scdn.co/image/ab67616d0000b2732090f4f6cc406e6d3c306733,1,15,264906,https://p.scdn.co/mp3-preview/8d4771cf886b195f813a378f0f8423b0b354b155?cid=9950ac751e34487dbbe027c4fd7f8e99,True,55,USCM51500035,spotify:user:11135692880,2020-03-25T01:48:02Z,1440831790.0,2033-01-20 21:32:43.327863
spotify:track:5LdDvGN2JwjcmRjVrHIhIk,Non Cambio Mai,"spotify:artist:4upwdFMlZBmQ68jP9jPzjK, spotify:artist:3MkkSf3u5KU52Mb2iMrqeX","Gemitaiz, MadMan",spotify:album:1hHCkJ9S9dRbC14YZVurLq,"Detto, Fatto.","spotify:artist:4upwdFMlZBmQ68jP9jPzjK, spotify:artist:3MkkSf3u5KU52Mb2iMrqeX","Gemitaiz, MadMan",2012,https://i.scdn.co/image/ab67616d0000b273ef25efcb6c3ce21aeb2be82c,1,5,176400,https://p.scdn.co/mp3-preview/6c15e9a4d0e9bbfb50cf78a2dc524934871d25ac?cid=9950ac751e34487dbbe027c4fd7f8e99,True,47,ITDF41200020,spotify:user:11135692880,2020-03-25T01:45:09Z,1679168509.0,2043-07-29 21:32:43.327863
spotify:track:71iSmEeF0qRVyULABxP75P,Shake It Out,spotify:artist:1moxjboGR7GNWYIMWsRjgG,Florence + The Machine,spotify:album:19J2iqK89BCrNG4El2FRi5,Ceremonials (Original Deluxe Version),spotify:artist:1moxjboGR7GNWYIMWsRjgG,Florence + The Machine,2011,https://i.scdn.co/image/ab67616d0000b2736a8c1075f751a78e0b7799c7,1,2,277600,https://p.scdn.co/mp3-preview/04003bb778ddf8d2632d28c2a8cebb9fa8128e81?cid=9950ac751e34487dbbe027c4fd7f8e99,False,66,GBUM71107355,spotify:user:11135692880,2020-03-25T02:38:04Z,1445150920.0,2031-07-19 21:32:43.327863
spotify:track:19g3f7U72RMqAaJDevn76L,Pompo Nelle Casse ( Full),"spotify:artist:3B8ep8Kwm8WQXK7e6B7ZH1, spotify:artist:5GQ1hE4jvmdOAo1lufVMnM","Power Francers, Riccardo Marchi",spotify:album:2fCSwFDzs4d8eWbHkkgZ0W,Pompo Nelle Casse,"spotify:artist:3B8ep8Kwm8WQXK7e6B7ZH1, spotify:artist:5GQ1hE4jvmdOAo1lufVMnM","Power Francers, Riccardo Marchi",2010,https://i.scdn.co/image/ab67616d0000b273ea2b47c4ceef41995855e8ba,1,1,190615,https://p.scdn.co/mp3-preview/462b1027b632601ee745ab0459a33f8cc92d4d20?cid=9950ac751e34487dbbe027c4fd7f8e99,False,0,IT0211003301,spotify:user:11135692880,2020-03-25T01:38:57Z,,2043-05-29 21:32:43.327863
spotify:track:6YUTL4dYpB9xZO5qExPf05,Summer,spotify:artist:7CajNmpbOovFoOoasH2HaY,Calvin Harris,spotify:album:48zisMeiXniWLzOQghbPqS,Motion,spotify:artist:7CajNmpbOovFoOoasH2HaY,Calvin Harris,2014,https://i.scdn.co/image/ab67616d0000b2738fba5806a323efd272677c4d,1,8,222533,https://p.scdn.co/mp3-preview/f8877a2ec4963cb11fa2c282a18e9015f2e8bfad?cid=9950ac751e34487dbbe027c4fd7f8e99,False,84,GBARL1400296,spotify:user:11135692880,2020-03-25T02:06:04Z,922876189.0,2038-10-15 21:32:43.327863
spotify:track:4h8VwCb1MTGoLKueQ1WgbD,Wake Me Up,spotify:artist:1vCWHaC5f2uS3yhpwWbIA6,Avicii,spotify:album:1s9tU91VJt4sU5owi29GD3,True,spotify:artist:1vCWHaC5f2uS3yhpwWbIA6,Avicii,2013,https://i.scdn.co/image/ab67616d0000b2734cfcceb6f9b1aae8752810e7,1,1,247426,https://p.scdn.co/mp3-preview/231af03bbd2ec7f655575800e54a00633d7d9eac?cid=9950ac751e34487dbbe027c4fd7f8e99,False,7,SEUM71301326,spotify:user:11135692880,2020-03-25T03:27:57Z,1440872929.0,2039-11-07 21:32:43.327863
spotify:track:4vaxvNDaLSoD36iZX515ug,Betrayed,spotify:artist:3EXdLajEO02ziZ90P90bSW,Lil Xan,spotify:album:2wmmYoAC48iNSTdU5Iwg6H,TOTAL XANARCHY,spotify:artist:3EXdLajEO02ziZ90P90bSW,Lil Xan,2018,https://i.scdn.co/image/ab67616d0000b273b1950512a3bc3b9a36ad317d,1,12,187173,https://p.scdn.co/mp3-preview/841dbee71fe0048cefcbd6ead5a970a919073116?cid=9950ac751e34487dbbe027c4fd7f8e99,True,64,USSM11708983,spotify:user:11135692880,2020-03-25T01:39:13Z,1366309259.0,2032-11-10 21:32:43.327863
spotify:track:4eLSCSELtKxZwXnFbNLXT5,On Top Of The World,spotify:artist:53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,spotify:album:1vAEF8F0HoRFGiYOEeJXHW,Night Visions (Deluxe),spotify:artist:53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,2012,https://i.scdn.co/image/ab67616d0000b273dee648abe19dd6e10902c4ae,1,5,189840,https://p.scdn.co/mp3-preview/63c233fd86794fed3c0b3a3ba5e1e4916e1a23bc?cid=9950ac751e34487dbbe027c4fd7f8e99,False,0,USUM71201073,spotify:user:11135692880,2020-03-25T03:09:12Z,1641822172.0,2033-01-27 21:32:43.327863
spotify:track:6akBF8JWM8lrpqejdwIfYI,16 Lines,spotify:artist:2kCcBybjl3SAtIcwdWpUe3,Lil Peep,spotify:album:52JymrguPgkmmwLaWIusst,"Come Over When You're Sober, Pt. 2",spotify:artist:2kCcBybjl3SAtIcwdWpUe3,Lil Peep,2018,https://i.scdn.co/image/ab67616d0000b27355e36b0dc5b0ef008fc85319,1,6,244906,https://p.scdn.co/mp3-preview/6b52be8f3590ff5ce0b74cc5272ce0ef710eb018?cid=9950ac751e34487dbbe027c4fd7f8e99,True,66,USQX91802369,spotify:user:11135692880,2020-03-25T03:11:17Z,1440822391.0,2044-07-29 21:32:43.327863
